"municipality","votes","parties","file","prefecture"
"中島村",176.943,"国民民主党","東北選挙区.xlsx","福島県"
"中島村",196,"公明党","東北選挙区.xlsx","福島県"
"中島村",62,"日本維新の会","東北選挙区.xlsx","福島県"
"中島村",55,"参政党","東北選挙区.xlsx","福島県"
"中島村",587.056,"立憲民主党","東北選挙区.xlsx","福島県"
"中島村",173,"れいわ新選組","東北選挙区.xlsx","福島県"
"中島村",2108.999,"得票数計","東北選挙区.xlsx","福島県"
"矢吹町",2415,"自由民主党","東北選挙区.xlsx","福島県"
"矢吹町",473,"日本共産党","東北選挙区.xlsx","福島県"
"矢吹町",105,"社会民主党","東北選挙区.xlsx","福島県"
"矢吹町",595.039,"国民民主党","東北選挙区.xlsx","福島県"
"矢吹町",572,"公明党","東北選挙区.xlsx","福島県"
"矢吹町",252,"日本維新の会","東北選挙区.xlsx","福島県"
"矢吹町",194,"参政党","東北選挙区.xlsx","福島県"
"矢吹町",2109.96,"立憲民主党","東北選挙区.xlsx","福島県"
"矢吹町",550,"れいわ新選組","東北選挙区.xlsx","福島県"
"矢吹町",7265.999,"得票数計","東北選挙区.xlsx","福島県"
"棚倉町",2220,"自由民主党","東北選挙区.xlsx","福島県"
"棚倉町",349,"日本共産党","東北選挙区.xlsx","福島県"
"棚倉町",123,"社会民主党","東北選挙区.xlsx","福島県"
"棚倉町",433.245,"国民民主党","東北選挙区.xlsx","福島県"
"棚倉町",394,"公明党","東北選挙区.xlsx","福島県"
"棚倉町",157,"日本維新の会","東北選挙区.xlsx","福島県"
"棚倉町",122,"参政党","東北選挙区.xlsx","福島県"
"棚倉町",1658.754,"立憲民主党","東北選挙区.xlsx","福島県"
"棚倉町",373,"れいわ新選組","東北選挙区.xlsx","福島県"
"棚倉町",5829.999,"得票数計","東北選挙区.xlsx","福島県"
"矢祭町",1061,"自由民主党","東北選挙区.xlsx","福島県"
"矢祭町",208,"日本共産党","東北選挙区.xlsx","福島県"
"矢祭町",66,"社会民主党","東北選挙区.xlsx","福島県"
"矢祭町",155.77,"国民民主党","東北選挙区.xlsx","福島県"
"矢祭町",229,"公明党","東北選挙区.xlsx","福島県"
"矢祭町",53,"日本維新の会","東北選挙区.xlsx","福島県"
"矢祭町",45,"参政党","東北選挙区.xlsx","福島県"
"矢祭町",886.229,"立憲民主党","東北選挙区.xlsx","福島県"
"矢祭町",195,"れいわ新選組","東北選挙区.xlsx","福島県"
"矢祭町",2898.999,"得票数計","東北選挙区.xlsx","福島県"
"塙町",1608,"自由民主党","東北選挙区.xlsx","福島県"
"塙町",198,"日本共産党","東北選挙区.xlsx","福島県"
"塙町",95,"社会民主党","東北選挙区.xlsx","福島県"
"塙町",219.325,"国民民主党","東北選挙区.xlsx","福島県"
"塙町",264,"公明党","東北選挙区.xlsx","福島県"
"塙町",101,"日本維新の会","東北選挙区.xlsx","福島県"
"塙町",77,"参政党","東北選挙区.xlsx","福島県"
"塙町",1129.674,"立憲民主党","東北選挙区.xlsx","福島県"
"塙町",251,"れいわ新選組","東北選挙区.xlsx","福島県"
"塙町",3942.999,"得票数計","東北選挙区.xlsx","福島県"
"鮫川村",725,"自由民主党","東北選挙区.xlsx","福島県"
"鮫川村",108,"日本共産党","東北選挙区.xlsx","福島県"
"鮫川村",19,"社会民主党","東北選挙区.xlsx","福島県"
"鮫川村",89.67799999999998,"国民民主党","東北選挙区.xlsx","福島県"
"鮫川村",105,"公明党","東北選挙区.xlsx","福島県"
"鮫川村",29,"日本維新の会","東北選挙区.xlsx","福島県"
"鮫川村",31,"参政党","東北選挙区.xlsx","福島県"
"鮫川村",485.321,"立憲民主党","東北選挙区.xlsx","福島県"
"鮫川村",97,"れいわ新選組","東北選挙区.xlsx","福島県"
"鮫川村",1688.9989999999998,"得票数計","東北選挙区.xlsx","福島県"
"石川町",3070,"自由民主党","東北選挙区.xlsx","福島県"
"石川町",273,"日本共産党","東北選挙区.xlsx","福島県"
"石川町",285,"社会民主党","東北選挙区.xlsx","福島県"
"石川町",370.687,"国民民主党","東北選挙区.xlsx","福島県"
"石川町",361,"公明党","東北選挙区.xlsx","福島県"
"石川町",170,"日本維新の会","東北選挙区.xlsx","福島県"
"石川町",98,"参政党","東北選挙区.xlsx","福島県"
"石川町",2113.312,"立憲民主党","東北選挙区.xlsx","福島県"
"石川町",409,"れいわ新選組","東北選挙区.xlsx","福島県"
"石川町",7149.999,"得票数計","東北選挙区.xlsx","福島県"
"玉川村",1305,"自由民主党","東北選挙区.xlsx","福島県"
"玉川村",109,"日本共産党","東北選挙区.xlsx","福島県"
"玉川村",48,"社会民主党","東北選挙区.xlsx","福島県"
"玉川村",204.368,"国民民主党","東北選挙区.xlsx","福島県"
"玉川村",185,"公明党","東北選挙区.xlsx","福島県"
"玉川村",68,"日本維新の会","東北選挙区.xlsx","福島県"
"玉川村",51,"参政党","東北選挙区.xlsx","福島県"
"玉川村",1080.631,"立憲民主党","東北選挙区.xlsx","福島県"
"玉川村",215,"れいわ新選組","東北選挙区.xlsx","福島県"
"玉川村",3265.999,"得票数計","東北選挙区.xlsx","福島県"
"平田村",1213,"自由民主党","東北選挙区.xlsx","福島県"
"平田村",199,"日本共産党","東北選挙区.xlsx","福島県"
"平田村",41,"社会民主党","東北選挙区.xlsx","福島県"
"平田村",176.756,"国民民主党","東北選挙区.xlsx","福島県"
"平田村",217,"公明党","東北選挙区.xlsx","福島県"
"平田村",77,"日本維新の会","東北選挙区.xlsx","福島県"
"平田村",47,"参政党","東北選挙区.xlsx","福島県"
"平田村",907.243,"立憲民主党","東北選挙区.xlsx","福島県"
"平田村",179,"れいわ新選組","東北選挙区.xlsx","福島県"
"平田村",3056.9990000000003,"得票数計","東北選挙区.xlsx","福島県"
"浅川町",1312,"自由民主党","東北選挙区.xlsx","福島県"
"浅川町",229,"日本共産党","東北選挙区.xlsx","福島県"
"浅川町",57,"社会民主党","東北選挙区.xlsx","福島県"
"浅川町",181.93,"国民民主党","東北選挙区.xlsx","福島県"
"浅川町",281,"公明党","東北選挙区.xlsx","福島県"
"浅川町",74,"日本維新の会","東北選挙区.xlsx","福島県"
"浅川町",42,"参政党","東北選挙区.xlsx","福島県"
"浅川町",869.0689999999998,"立憲民主党","東北選挙区.xlsx","福島県"
"浅川町",184,"れいわ新選組","東北選挙区.xlsx","福島県"
"浅川町",3229.9990000000003,"得票数計","東北選挙区.xlsx","福島県"
"古殿町",1112,"自由民主党","東北選挙区.xlsx","福島県"
"古殿町",164,"日本共産党","東北選挙区.xlsx","福島県"
"古殿町",53,"社会民主党","東北選挙区.xlsx","福島県"
"古殿町",110.092,"国民民主党","東北選挙区.xlsx","福島県"
"古殿町",140,"公明党","東北選挙区.xlsx","福島県"
"古殿町",53,"日本維新の会","東北選挙区.xlsx","福島県"
"古殿町",34,"参政党","東北選挙区.xlsx","福島県"
"古殿町",861.907,"立憲民主党","東北選挙区.xlsx","福島県"
"古殿町",112,"れいわ新選組","東北選挙区.xlsx","福島県"
"古殿町",2639.9990000000003,"得票数計","東北選挙区.xlsx","福島県"
"三春町",2808,"自由民主党","東北選挙区.xlsx","福島県"
"三春町",379,"日本共産党","東北選挙区.xlsx","福島県"
"三春町",230,"社会民主党","東北選挙区.xlsx","福島県"
"三春町",603.417,"国民民主党","東北選挙区.xlsx","福島県"
"三春町",702,"公明党","東北選挙区.xlsx","福島県"
"三春町",248,"日本維新の会","東北選挙区.xlsx","福島県"
"三春町",174,"参政党","東北選挙区.xlsx","福島県"
"三春町",2731.582,"立憲民主党","東北選挙区.xlsx","福島県"
"三春町",488,"れいわ新選組","東北選挙区.xlsx","福島県"
"三春町",8363.999,"得票数計","東北選挙区.xlsx","福島県"
"小野町",2057,"自由民主党","東北選挙区.xlsx","福島県"
"小野町",160,"日本共産党","東北選挙区.xlsx","福島県"
"小野町",81,"社会民主党","東北選挙区.xlsx","福島県"
"小野町",284.838,"国民民主党","東北選挙区.xlsx","福島県"
"小野町",338,"公明党","東北選挙区.xlsx","福島県"
"小野町",105,"日本維新の会","東北選挙区.xlsx","福島県"
"小野町",94,"参政党","東北選挙区.xlsx","福島県"
"小野町",1565.161,"立憲民主党","東北選挙区.xlsx","福島県"
"小野町",365,"れいわ新選組","東北選挙区.xlsx","福島県"
"小野町",5049.999,"得票数計","東北選挙区.xlsx","福島県"
"広野町",693,"自由民主党","東北選挙区.xlsx","福島県"
"広野町",150,"日本共産党","東北選挙区.xlsx","福島県"
"広野町",40,"社会民主党","東北選挙区.xlsx","福島県"
"広野町",193.09,"国民民主党","東北選挙区.xlsx","福島県"
"広野町",255,"公明党","東北選挙区.xlsx","福島県"
"広野町",55,"日本維新の会","東北選挙区.xlsx","福島県"
"広野町",36,"参政党","東北選挙区.xlsx","福島県"
"広野町",542.909,"立憲民主党","東北選挙区.xlsx","福島県"
"広野町",148,"れいわ新選組","東北選挙区.xlsx","福島県"
"広野町",2112.999,"得票数計","東北選挙区.xlsx","福島県"
"楢葉町",886,"自由民主党","東北選挙区.xlsx","福島県"
"楢葉町",129,"日本共産党","東北選挙区.xlsx","福島県"
"楢葉町",75,"社会民主党","東北選挙区.xlsx","福島県"
"楢葉町",286.778,"国民民主党","東北選挙区.xlsx","福島県"
"楢葉町",331,"公明党","東北選挙区.xlsx","福島県"
"楢葉町",90,"日本維新の会","東北選挙区.xlsx","福島県"
"楢葉町",47,"参政党","東北選挙区.xlsx","福島県"
"楢葉町",695.221,"立憲民主党","東北選挙区.xlsx","福島県"
"楢葉町",164,"れいわ新選組","東北選挙区.xlsx","福島県"
"楢葉町",2703.999,"得票数計","東北選挙区.xlsx","福島県"
"富岡町",1403,"自由民主党","東北選挙区.xlsx","福島県"
"富岡町",209,"日本共産党","東北選挙区.xlsx","福島県"
"富岡町",97,"社会民主党","東北選挙区.xlsx","福島県"
"富岡町",507.033,"国民民主党","東北選挙区.xlsx","福島県"
"富岡町",479,"公明党","東北選挙区.xlsx","福島県"
"富岡町",143,"日本維新の会","東北選挙区.xlsx","福島県"
"富岡町",111,"参政党","東北選挙区.xlsx","福島県"
"富岡町",1296.966,"立憲民主党","東北選挙区.xlsx","福島県"
"富岡町",262,"れいわ新選組","東北選挙区.xlsx","福島県"
"富岡町",4507.999,"得票数計","東北選挙区.xlsx","福島県"
"川内村",464,"自由民主党","東北選挙区.xlsx","福島県"
"川内村",65,"日本共産党","東北選挙区.xlsx","福島県"
"川内村",20,"社会民主党","東北選挙区.xlsx","福島県"
"川内村",46.75,"国民民主党","東北選挙区.xlsx","福島県"
"川内村",139,"公明党","東北選挙区.xlsx","福島県"
"川内村",34,"日本維新の会","東北選挙区.xlsx","福島県"
"川内村",14,"参政党","東北選挙区.xlsx","福島県"
"川内村",327.25,"立憲民主党","東北選挙区.xlsx","福島県"
"川内村",47,"れいわ新選組","東北選挙区.xlsx","福島県"
"川内村",1157,"得票数計","東北選挙区.xlsx","福島県"
"大熊町",1155,"自由民主党","東北選挙区.xlsx","福島県"
"大熊町",182,"日本共産党","東北選挙区.xlsx","福島県"
"大熊町",65,"社会民主党","東北選挙区.xlsx","福島県"
"大熊町",415.252,"国民民主党","東北選挙区.xlsx","福島県"
"大熊町",473,"公明党","東北選挙区.xlsx","福島県"
"大熊町",106,"日本維新の会","東北選挙区.xlsx","福島県"
"大熊町",63,"参政党","東北選挙区.xlsx","福島県"
"大熊町",929.747,"立憲民主党","東北選挙区.xlsx","福島県"
"大熊町",227,"れいわ新選組","東北選挙区.xlsx","福島県"
"大熊町",3615.999,"得票数計","東北選挙区.xlsx","福島県"
"双葉町",674,"自由民主党","東北選挙区.xlsx","福島県"
"双葉町",108,"日本共産党","東北選挙区.xlsx","福島県"
"双葉町",31,"社会民主党","東北選挙区.xlsx","福島県"
"双葉町",162.163,"国民民主党","東北選挙区.xlsx","福島県"
"双葉町",207,"公明党","東北選挙区.xlsx","福島県"
"双葉町",56,"日本維新の会","東北選挙区.xlsx","福島県"
"双葉町",40,"参政党","東北選挙区.xlsx","福島県"
"双葉町",549.836,"立憲民主党","東北選挙区.xlsx","福島県"
"双葉町",92,"れいわ新選組","東北選挙区.xlsx","福島県"
"双葉町",1919.999,"得票数計","東北選挙区.xlsx","福島県"
"浪江町",1909,"自由民主党","東北選挙区.xlsx","福島県"
"浪江町",351,"日本共産党","東北選挙区.xlsx","福島県"
"浪江町",129,"社会民主党","東北選挙区.xlsx","福島県"
"浪江町",446.488,"国民民主党","東北選挙区.xlsx","福島県"
"浪江町",618,"公明党","東北選挙区.xlsx","福島県"
"浪江町",182,"日本維新の会","東北選挙区.xlsx","福島県"
"浪江町",120,"参政党","東北選挙区.xlsx","福島県"
"浪江町",1697.511,"立憲民主党","東北選挙区.xlsx","福島県"
"浪江町",434,"れいわ新選組","東北選挙区.xlsx","福島県"
"浪江町",5886.999,"得票数計","東北選挙区.xlsx","福島県"
"葛尾村",262,"自由民主党","東北選挙区.xlsx","福島県"
"葛尾村",74,"日本共産党","東北選挙区.xlsx","福島県"
"葛尾村",15,"社会民主党","東北選挙区.xlsx","福島県"
"葛尾村",28.65,"国民民主党","東北選挙区.xlsx","福島県"
"葛尾村",44,"公明党","東北選挙区.xlsx","福島県"
"葛尾村",11,"日本維新の会","東北選挙区.xlsx","福島県"
"葛尾村",7,"参政党","東北選挙区.xlsx","福島県"
"葛尾村",162.35,"立憲民主党","東北選挙区.xlsx","福島県"
"葛尾村",35,"れいわ新選組","東北選挙区.xlsx","福島県"
"葛尾村",639,"得票数計","東北選挙区.xlsx","福島県"
"新地町",1247,"自由民主党","東北選挙区.xlsx","福島県"
"新地町",222,"日本共産党","東北選挙区.xlsx","福島県"
"新地町",121,"社会民主党","東北選挙区.xlsx","福島県"
"新地町",300.559,"国民民主党","東北選挙区.xlsx","福島県"
"新地町",374,"公明党","東北選挙区.xlsx","福島県"
"新地町",136,"日本維新の会","東北選挙区.xlsx","福島県"
"新地町",100,"参政党","東北選挙区.xlsx","福島県"
"新地町",1121.44,"立憲民主党","東北選挙区.xlsx","福島県"
"新地町",247,"れいわ新選組","東北選挙区.xlsx","福島県"
"新地町",3868.999,"得票数計","東北選挙区.xlsx","福島県"
"飯舘村",712,"自由民主党","東北選挙区.xlsx","福島県"
"飯舘村",118,"日本共産党","東北選挙区.xlsx","福島県"
"飯舘村",33,"社会民主党","東北選挙区.xlsx","福島県"
"飯舘村",79.79099999999998,"国民民主党","東北選挙区.xlsx","福島県"
"飯舘村",232,"公明党","東北選挙区.xlsx","福島県"
"飯舘村",29,"日本維新の会","東北選挙区.xlsx","福島県"
"飯舘村",28,"参政党","東北選挙区.xlsx","福島県"
"飯舘村",514.208,"立憲民主党","東北選挙区.xlsx","福島県"
"飯舘村",74,"れいわ新選組","東北選挙区.xlsx","福島県"
"飯舘村",1819.999,"得票数計","東北選挙区.xlsx","福島県"
"福島県 合計",249552,"自由民主党","東北選挙区.xlsx","福島県"
"福島県 合計",54347,"日本共産党","東北選挙区.xlsx","福島県"
"福島県 合計",16797,"社会民主党","東北選挙区.xlsx","福島県"
"福島県 合計",68309.88299999999,"国民民主党","東北選挙区.xlsx","福島県"
"福島県 合計",76568,"公明党","東北選挙区.xlsx","福島県"
"福島県 合計",26845,"日本維新の会","東北選挙区.xlsx","福島県"
"福島県 合計",17660,"参政党","東北選挙区.xlsx","福島県"
"福島県 合計",228589.05999999985,"立憲民主党","東北選挙区.xlsx","福島県"
"福島県 合計",54312,"れいわ新選組","東北選挙区.xlsx","福島県"
"福島県 合計",792979.9429999978,"得票数計","東北選挙区.xlsx","福島県"
"岐阜市",10298,"日本維新の会","東海選挙区.xlsx","岐阜県"
"岐阜市",19112.97,"国民民主党","東海選挙区.xlsx","岐阜県"
"岐阜市",18314,"公明党","東海選挙区.xlsx","岐阜県"
"岐阜市",5576,"日本保守党","東海選挙区.xlsx","岐阜県"
"岐阜市",9950,"日本共産党","東海選挙区.xlsx","岐阜県"
"岐阜市",31132.029,"立憲民主党","東海選挙区.xlsx","岐阜県"
"岐阜市",42839,"自由民主党","東海選挙区.xlsx","岐阜県"
"岐阜市",4681,"参政党","東海選挙区.xlsx","岐阜県"
"岐阜市",2263,"社会民主党","東海選挙区.xlsx","岐阜県"
"岐阜市",13034,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"岐阜市",157199.999,"得票数計","東海選挙区.xlsx","岐阜県"
"大垣市",4493,"日本維新の会","東海選挙区.xlsx","岐阜県"
"大垣市",7906.01,"国民民主党","東海選挙区.xlsx","岐阜県"
"大垣市",5757,"公明党","東海選挙区.xlsx","岐阜県"
"大垣市",2148,"日本保守党","東海選挙区.xlsx","岐阜県"
"大垣市",3958,"日本共産党","東海選挙区.xlsx","岐阜県"
"大垣市",11508.989,"立憲民主党","東海選挙区.xlsx","岐阜県"
"大垣市",19498,"自由民主党","東海選挙区.xlsx","岐阜県"
"大垣市",1746,"参政党","東海選挙区.xlsx","岐阜県"
"大垣市",1050,"社会民主党","東海選挙区.xlsx","岐阜県"
"大垣市",5409,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"大垣市",63473.999,"得票数計","東海選挙区.xlsx","岐阜県"
"高山市",2423,"日本維新の会","東海選挙区.xlsx","岐阜県"
"高山市",3514.315,"国民民主党","東海選挙区.xlsx","岐阜県"
"高山市",4180,"公明党","東海選挙区.xlsx","岐阜県"
"高山市",1134,"日本保守党","東海選挙区.xlsx","岐阜県"
"高山市",1935,"日本共産党","東海選挙区.xlsx","岐阜県"
"高山市",10301.684,"立憲民主党","東海選挙区.xlsx","岐阜県"
"高山市",16376,"自由民主党","東海選挙区.xlsx","岐阜県"
"高山市",1244,"参政党","東海選挙区.xlsx","岐阜県"
"高山市",635,"社会民主党","東海選挙区.xlsx","岐阜県"
"高山市",3379,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"高山市",45121.999,"得票数計","東海選挙区.xlsx","岐阜県"
"多治見市",3787,"日本維新の会","東海選挙区.xlsx","岐阜県"
"多治見市",5103.852,"国民民主党","東海選挙区.xlsx","岐阜県"
"多治見市",5165,"公明党","東海選挙区.xlsx","岐阜県"
"多治見市",1866,"日本保守党","東海選挙区.xlsx","岐阜県"
"多治見市",2232,"日本共産党","東海選挙区.xlsx","岐阜県"
"多治見市",13527.147,"立憲民主党","東海選挙区.xlsx","岐阜県"
"多治見市",12453,"自由民主党","東海選挙区.xlsx","岐阜県"
"多治見市",1388,"参政党","東海選挙区.xlsx","岐阜県"
"多治見市",737,"社会民主党","東海選挙区.xlsx","岐阜県"
"多治見市",3859,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"多治見市",50117.999,"得票数計","東海選挙区.xlsx","岐阜県"
"関市",2072,"日本維新の会","東海選挙区.xlsx","岐阜県"
"関市",4624.907,"国民民主党","東海選挙区.xlsx","岐阜県"
"関市",4400,"公明党","東海選挙区.xlsx","岐阜県"
"関市",1140,"日本保守党","東海選挙区.xlsx","岐阜県"
"関市",1762,"日本共産党","東海選挙区.xlsx","岐阜県"
"関市",6655.092,"立憲民主党","東海選挙区.xlsx","岐阜県"
"関市",10308,"自由民主党","東海選挙区.xlsx","岐阜県"
"関市",930,"参政党","東海選挙区.xlsx","岐阜県"
"関市",470,"社会民主党","東海選挙区.xlsx","岐阜県"
"関市",4121,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"関市",36482.999,"得票数計","東海選挙区.xlsx","岐阜県"
"中津川市",2462,"日本維新の会","東海選挙区.xlsx","岐阜県"
"中津川市",3021.481,"国民民主党","東海選挙区.xlsx","岐阜県"
"中津川市",3537,"公明党","東海選挙区.xlsx","岐阜県"
"中津川市",878,"日本保守党","東海選挙区.xlsx","岐阜県"
"中津川市",2718,"日本共産党","東海選挙区.xlsx","岐阜県"
"中津川市",8461.518,"立憲民主党","東海選挙区.xlsx","岐阜県"
"中津川市",10240,"自由民主党","東海選挙区.xlsx","岐阜県"
"中津川市",1041,"参政党","東海選挙区.xlsx","岐阜県"
"中津川市",704,"社会民主党","東海選挙区.xlsx","岐阜県"
"中津川市",2698,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"中津川市",35760.999,"得票数計","東海選挙区.xlsx","岐阜県"
"美濃市",515,"日本維新の会","東海選挙区.xlsx","岐阜県"
"美濃市",967.29,"国民民主党","東海選挙区.xlsx","岐阜県"
"美濃市",1022,"公明党","東海選挙区.xlsx","岐阜県"
"美濃市",240,"日本保守党","東海選挙区.xlsx","岐阜県"
"美濃市",529,"日本共産党","東海選挙区.xlsx","岐阜県"
"美濃市",1822.709,"立憲民主党","東海選挙区.xlsx","岐阜県"
"美濃市",2923,"自由民主党","東海選挙区.xlsx","岐阜県"
"美濃市",207,"参政党","東海選挙区.xlsx","岐阜県"
"美濃市",152,"社会民主党","東海選挙区.xlsx","岐阜県"
"美濃市",935,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"美濃市",9312.999,"得票数計","東海選挙区.xlsx","岐阜県"
"瑞浪市",1265,"日本維新の会","東海選挙区.xlsx","岐阜県"
"瑞浪市",1575.043,"国民民主党","東海選挙区.xlsx","岐阜県"
"瑞浪市",1891,"公明党","東海選挙区.xlsx","岐阜県"
"瑞浪市",534,"日本保守党","東海選挙区.xlsx","岐阜県"
"瑞浪市",779,"日本共産党","東海選挙区.xlsx","岐阜県"
"瑞浪市",4160.956,"立憲民主党","東海選挙区.xlsx","岐阜県"
"瑞浪市",5015,"自由民主党","東海選挙区.xlsx","岐阜県"
"瑞浪市",457,"参政党","東海選挙区.xlsx","岐阜県"
"瑞浪市",258,"社会民主党","東海選挙区.xlsx","岐阜県"
"瑞浪市",1314,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"瑞浪市",17248.999,"得票数計","東海選挙区.xlsx","岐阜県"
"羽島市",1791,"日本維新の会","東海選挙区.xlsx","岐阜県"
"羽島市",3800.263,"国民民主党","東海選挙区.xlsx","岐阜県"
"羽島市",3014,"公明党","東海選挙区.xlsx","岐阜県"
"羽島市",921,"日本保守党","東海選挙区.xlsx","岐阜県"
"羽島市",1121,"日本共産党","東海選挙区.xlsx","岐阜県"
"羽島市",4654.736,"立憲民主党","東海選挙区.xlsx","岐阜県"
"羽島市",8060,"自由民主党","東海選挙区.xlsx","岐阜県"
"羽島市",830,"参政党","東海選挙区.xlsx","岐阜県"
"羽島市",363,"社会民主党","東海選挙区.xlsx","岐阜県"
"羽島市",3138,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"羽島市",27692.999,"得票数計","東海選挙区.xlsx","岐阜県"
"恵那市",1669,"日本維新の会","東海選挙区.xlsx","岐阜県"
"恵那市",1868.235,"国民民主党","東海選挙区.xlsx","岐阜県"
"恵那市",2175,"公明党","東海選挙区.xlsx","岐阜県"
"恵那市",633,"日本保守党","東海選挙区.xlsx","岐阜県"
"恵那市",1752,"日本共産党","東海選挙区.xlsx","岐阜県"
"恵那市",5438.764,"立憲民主党","東海選挙区.xlsx","岐阜県"
"恵那市",7738,"自由民主党","東海選挙区.xlsx","岐阜県"
"恵那市",594,"参政党","東海選挙区.xlsx","岐阜県"
"恵那市",405,"社会民主党","東海選挙区.xlsx","岐阜県"
"恵那市",1831,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"恵那市",24103.999,"得票数計","東海選挙区.xlsx","岐阜県"
"美濃加茂市",1463,"日本維新の会","東海選挙区.xlsx","岐阜県"
"美濃加茂市",2480.936,"国民民主党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",2035,"公明党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",717,"日本保守党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",1016,"日本共産党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",6583.063,"立憲民主党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",6766,"自由民主党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",665,"参政党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",303,"社会民主党","東海選挙区.xlsx","岐阜県"
"美濃加茂市",2124,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"美濃加茂市",24152.999,"得票数計","東海選挙区.xlsx","岐阜県"
"土岐市",1930,"日本維新の会","東海選挙区.xlsx","岐阜県"
"土岐市",2395.926,"国民民主党","東海選挙区.xlsx","岐阜県"
"土岐市",2843,"公明党","東海選挙区.xlsx","岐阜県"
"土岐市",812,"日本保守党","東海選挙区.xlsx","岐阜県"
"土岐市",1167,"日本共産党","東海選挙区.xlsx","岐阜県"
"土岐市",6221.073,"立憲民主党","東海選挙区.xlsx","岐阜県"
"土岐市",7008,"自由民主党","東海選挙区.xlsx","岐阜県"
"土岐市",720,"参政党","東海選挙区.xlsx","岐阜県"
"土岐市",331,"社会民主党","東海選挙区.xlsx","岐阜県"
"土岐市",2087,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"土岐市",25514.999,"得票数計","東海選挙区.xlsx","岐阜県"
"各務原市",3892,"日本維新の会","東海選挙区.xlsx","岐阜県"
"各務原市",9924.65,"国民民主党","東海選挙区.xlsx","岐阜県"
"各務原市",5802,"公明党","東海選挙区.xlsx","岐阜県"
"各務原市",2238,"日本保守党","東海選挙区.xlsx","岐阜県"
"各務原市",2551,"日本共産党","東海選挙区.xlsx","岐阜県"
"各務原市",11430.349,"立憲民主党","東海選挙区.xlsx","岐阜県"
"各務原市",18023,"自由民主党","東海選挙区.xlsx","岐阜県"
"各務原市",1759,"参政党","東海選挙区.xlsx","岐阜県"
"各務原市",941,"社会民主党","東海選挙区.xlsx","岐阜県"
"各務原市",7533,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"各務原市",64093.999,"得票数計","東海選挙区.xlsx","岐阜県"
"可児市",2635,"日本維新の会","東海選挙区.xlsx","岐阜県"
"可児市",4442.28,"国民民主党","東海選挙区.xlsx","岐阜県"
"可児市",3801,"公明党","東海選挙区.xlsx","岐阜県"
"可児市",1435,"日本保守党","東海選挙区.xlsx","岐阜県"
"可児市",1826,"日本共産党","東海選挙区.xlsx","岐阜県"
"可児市",12377.719,"立憲民主党","東海選挙区.xlsx","岐阜県"
"可児市",10438,"自由民主党","東海選挙区.xlsx","岐阜県"
"可児市",1149,"参政党","東海選挙区.xlsx","岐阜県"
"可児市",612,"社会民主党","東海選挙区.xlsx","岐阜県"
"可児市",3467,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"可児市",42182.999,"得票数計","東海選挙区.xlsx","岐阜県"
"山県市",552,"日本維新の会","東海選挙区.xlsx","岐阜県"
"山県市",1267.522,"国民民主党","東海選挙区.xlsx","岐阜県"
"山県市",1571,"公明党","東海選挙区.xlsx","岐阜県"
"山県市",256,"日本保守党","東海選挙区.xlsx","岐阜県"
"山県市",557,"日本共産党","東海選挙区.xlsx","岐阜県"
"山県市",1922.477,"立憲民主党","東海選挙区.xlsx","岐阜県"
"山県市",3528,"自由民主党","東海選挙区.xlsx","岐阜県"
"山県市",305,"参政党","東海選挙区.xlsx","岐阜県"
"山県市",149,"社会民主党","東海選挙区.xlsx","岐阜県"
"山県市",1075,"れいわ新選組","東海選挙区.xlsx","岐阜県"
"山県市",11182.999,"得票数計","東海選挙区.xlsx","岐阜県"
"瑞穂市",1391,"日本維新の会","東海選挙区.xlsx","岐阜県"
"瑞穂市",3369.176,"国民民主党","東海選挙区.xlsx","岐阜県"
"瑞穂市",1965,"公明党","東海選挙区.xlsx","岐阜県"
"瑞穂市",664,"日本保守党","東海選挙区.xlsx","岐阜県"
"瑞穂市",812,"日本共産党","東海選挙区.xlsx","岐阜県"
"瑞穂市",3604.823,"立憲民主党","東海選挙区.xlsx","岐阜県"
"瑞穂市",5860,"自由民主党","東海選挙区.xlsx","岐阜県"
"瑞穂市",641,"参政党","東海選挙区.xlsx","岐阜県"
"瑞穂市",273,"社会民主党","東海選挙区.xlsx","岐阜県"
